group,hold,target,stop,n,net_ret,hit,hit_lo,rand_net,rand_hit,excess,excess_lo,excess_hi,p,profit_factor,target_rate,stop_rate,avg_bars
Head and Shoulders,1,0.01,0.02,1782,-0.0016621603904550045,0.5443322109988776,0.5211377765148486,-0.0017267787160019136,0.5238496071829405,6.461832554690937e-05,-0.0005089166493384891,0.0006576693529877242,0.418,0.7393685131727837,0.4708193041526375,0.23961840628507294,1.0
Inverse Head and Shoulders,1,0.01,0.02,1728,-0.001014774998069635,0.5474537037037037,0.5239055282957693,-0.0013583387256615657,0.5340856481481482,0.0003435637275919312,-0.00024480213565418615,0.0008619285001886292,0.11,0.8154546443108319,0.4357638888888889,0.1712962962962963,1.0
Inverted Cup and Handle,1,0.01,0.02,564,-0.0008975908886854012,0.599290780141844,0.5583068760185094,-0.0012620591018042526,0.5322695035460993,0.00036446821311885135,-0.0006423091247319863,0.001480655158918155,0.208,0.8526109115858146,0.5141843971631206,0.24113475177304963,1.0
Rectangle,1,0.01,0.02,1337,-0.001512348545662527,0.5385190725504861,0.5117248640719533,-0.0012612508158520057,0.5345549738219896,-0.0002510977298105216,-0.0009345664318577538,0.00045346064410357265,0.776,0.7439139843812089,0.4218399401645475,0.20194465220643232,1.0
Rising Wedge,1,0.01,0.02,5611,-0.0008400180435227499,0.5348422741044377,0.5217717250188008,-0.0014154472072577242,0.5113527000534664,0.0005754291637349743,0.00025267885618280336,0.0008893808606695675,0.0,0.8368337465206146,0.41008732846194973,0.1445375155943682,1.0
Symmetrical Triangle,1,0.01,0.02,3678,-0.000809391359558702,0.5568243610657966,0.5407188215969196,-0.0010974413843973872,0.5361881457313757,0.0002880500248386852,-0.00010987076510434334,0.0007198165851007747,0.052,0.8444083544542834,0.4132680804785209,0.15361609570418705,1.0
Triple Bottom,1,0.01,0.02,143,-0.0008547935902247737,0.5524475524475524,0.4706372701211171,-0.0009890844335989448,0.5356643356643357,0.000134290843374171,-0.0018573136779035508,0.002056063779327891,0.446,0.8277989967585896,0.38461538461538464,0.16083916083916083,1.0
Triple Top,1,0.01,0.02,214,-0.0032581796504693727,0.4719626168224299,0.4061615779607287,-0.0010369594458780839,0.5228971962616823,-0.0022212202045912887,-0.0038873452575447875,-0.0005803399805495502,0.998,0.5626993903093442,0.4205607476635514,0.26635514018691586,1.0
Ascending Triangle,1,0.02,,3163,-0.0002492017575559951,0.5134366108125198,0.4960120169089977,-0.00028753458193315584,0.5111919064179576,3.8332824377160684e-05,-0.0005010146011083899,0.0005046378756814687,0.424,0.9532804916720586,0.141005374644325,,1.0
Bear Flag,1,0.02,,4742,-0.0006406329919139362,0.5191902150991143,0.5049595914025318,-0.0004940386821622772,0.515225643188528,-0.00014659430975165908,-0.0007092267792870912,0.0005139637534460672,0.7,0.9177922711447405,0.2920708561788275,,1.0
Bull Flag,1,0.02,,7707,-0.0010105711655190304,0.5016219021668613,0.4904608703916023,-0.00037182045669651863,0.5208771246918386,-0.0006387507088225116,-0.000986613216194988,-0.0002707572340364916,1.0,0.8508355254676743,0.1947580121967043,,1.0
Cup and Handle,1,0.02,,1224,-0.00034476431289069573,0.49673202614379086,0.468775265335689,-5.44251098315686e-05,0.5129084967320261,-0.00029033920305912716,-0.001176032545687574,0.0005511761119176985,0.776,0.9370808339989308,0.1576797385620915,,1.0
